timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1726656210531,504,2.1- Text Analysis (POST),201,Created,Thread Group 1-2,text,true,,679,1956,2,2,https://eda.smartforum.online/text-analysis,503,0,0
1726656210537,499,2.1- Text Analysis (POST),201,Created,Thread Group 1-1,text,true,,677,1977,2,2,https://eda.smartforum.online/text-analysis,499,0,0
1726656211037,203,2.2- Text Analysis (GET) ,200,OK,Thread Group 1-2,text,true,,1472,1692,2,2,https://eda.smartforum.online/text-analysis?job_id=800&page=1&per_page=1000000,202,0,0
1726656211039,202,2.2- Text Analysis (GET) ,200,OK,Thread Group 1-1,text,true,,1476,1692,2,2,https://eda.smartforum.online/text-analysis?job_id=801&page=1&per_page=1000000,202,0,0
1726656211243,722,3.1- Text Analysis by File,201,Created,Thread Group 1-1,text,true,,679,2046,2,2,https://eda.smartforum.online/text-analysis,722,0,0
1726656211967,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,1816,0,2,2,null,0,0,0
1726656211243,737,3.1- Text Analysis by File,201,Created,Thread Group 1-2,text,true,,679,2034,2,2,https://eda.smartforum.online/text-analysis,737,0,0
1726656211982,0,Debug Sampler,200,OK,Thread Group 1-2,text,true,,1816,0,2,2,null,0,0,0
1726656211969,43304,1.1- Analyze Video Request (POST),200,OK,Thread Group 1-1,text,true,,682,16438789,2,2,https://eda.smartforum.online/analyze_video,43304,0,0
1726656211985,43288,1.1- Analyze Video Request (POST),200,OK,Thread Group 1-2,text,true,,676,16438804,2,2,https://eda.smartforum.online/analyze_video,43288,0,0
1726656255278,216,1.2- Analyze Video Request (GET) ,200,OK,Thread Group 1-1,text,true,,23393,1668,2,2,https://eda.smartforum.online/analyze_video?job_id=807,211,0,0
1726656255278,223,1.2- Analyze Video Request (GET) ,200,OK,Thread Group 1-2,text,true,,23471,1668,2,2,https://eda.smartforum.online/analyze_video?job_id=806,222,0,0
1726656255501,288,1.3- Frames Chart (GET),200,OK,Thread Group 1-1,text,true,,9369,1667,2,2,https://eda.smartforum.online/frames-chart?job_id=807,285,0,0
1726656255504,286,1.3- Frames Chart (GET),200,OK,Thread Group 1-2,text,true,,9365,1667,2,2,https://eda.smartforum.online/frames-chart?job_id=806,286,0,0
1726656255794,505,2.1- Text Analysis (POST),201,Created,Thread Group 1-1,text,true,,681,1980,2,2,https://eda.smartforum.online/text-analysis,505,0,0
1726656255794,509,2.1- Text Analysis (POST),201,Created,Thread Group 1-2,text,true,,695,1974,2,2,https://eda.smartforum.online/text-analysis,509,0,0
1726656256301,200,2.2- Text Analysis (GET) ,200,OK,Thread Group 1-1,text,true,,1466,1692,2,2,https://eda.smartforum.online/text-analysis?job_id=808&page=1&per_page=1000000,200,0,0
1726656256305,200,2.2- Text Analysis (GET) ,200,OK,Thread Group 1-2,text,true,,1472,1692,2,2,https://eda.smartforum.online/text-analysis?job_id=809&page=1&per_page=1000000,200,0,0
1726656256507,620,3.1- Text Analysis by File,201,Created,Thread Group 1-2,text,true,,681,2028,2,2,https://eda.smartforum.online/text-analysis,620,0,0
1726656256503,625,3.1- Text Analysis by File,201,Created,Thread Group 1-1,text,true,,683,2019,2,2,https://eda.smartforum.online/text-analysis,625,0,0
1726656257132,1,Debug Sampler,200,OK,Thread Group 1-2,text,true,,1816,0,2,2,null,0,0,0
1726656257133,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,1816,0,2,2,null,0,0,0
1726656257137,35851,1.1- Analyze Video Request (POST),200,OK,Thread Group 1-2,text,true,,686,16438792,2,2,https://eda.smartforum.online/analyze_video,35851,0,0
1726656292990,281,1.2- Analyze Video Request (GET) ,200,OK,Thread Group 1-2,text,true,,23471,1668,2,2,https://eda.smartforum.online/analyze_video?job_id=814,275,0,26
1726656293276,201,1.3- Frames Chart (GET),200,OK,Thread Group 1-2,text,true,,9369,1667,2,2,https://eda.smartforum.online/frames-chart?job_id=814,200,0,0
1726656293481,345,2.1- Text Analysis (POST),201,Created,Thread Group 1-2,text,true,,683,1962,2,2,https://eda.smartforum.online/text-analysis,345,0,0
1726656293828,191,2.2- Text Analysis (GET) ,200,OK,Thread Group 1-2,text,true,,1466,1692,2,2,https://eda.smartforum.online/text-analysis?job_id=815&page=1&per_page=1000000,190,0,0
1726656294020,421,3.1- Text Analysis by File,201,Created,Thread Group 1-2,text,true,,681,2037,2,2,https://eda.smartforum.online/text-analysis,421,0,0
1726656294446,0,Debug Sampler,200,OK,Thread Group 1-2,text,true,,1816,0,2,2,null,0,0,0
1726656257137,37628,1.1- Analyze Video Request (POST),200,OK,Thread Group 1-1,text,true,,674,16438801,2,2,https://eda.smartforum.online/analyze_video,37628,0,0
1726656294767,912,1.2- Analyze Video Request (GET) ,200,OK,Thread Group 1-1,text,true,,23467,1668,2,2,https://eda.smartforum.online/analyze_video?job_id=817,909,0,469
1726656295685,568,1.3- Frames Chart (GET),200,OK,Thread Group 1-1,text,true,,9367,1667,2,2,https://eda.smartforum.online/frames-chart?job_id=817,567,0,0
1726656296258,548,2.1- Text Analysis (POST),201,Created,Thread Group 1-1,text,true,,681,1965,2,2,https://eda.smartforum.online/text-analysis,548,0,0
1726656296808,395,2.2- Text Analysis (GET) ,200,OK,Thread Group 1-1,text,true,,1474,1692,2,2,https://eda.smartforum.online/text-analysis?job_id=818&page=1&per_page=1000000,394,0,0
1726656297249,691,3.1- Text Analysis by File,201,Created,Thread Group 1-1,text,true,,689,2016,2,2,https://eda.smartforum.online/text-analysis,690,0,0
1726656297944,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,1816,0,2,2,null,0,0,0
1726656294449,38241,1.1- Analyze Video Request (POST),200,OK,Thread Group 1-2,text,true,,682,16438807,2,2,https://eda.smartforum.online/analyze_video,38241,0,0
1726656332697,268,1.2- Analyze Video Request (GET) ,200,OK,Thread Group 1-2,text,true,,23471,1668,2,2,https://eda.smartforum.online/analyze_video?job_id=822,257,0,0
1726656332971,337,1.3- Frames Chart (GET),200,OK,Thread Group 1-2,text,true,,9373,1667,2,2,https://eda.smartforum.online/frames-chart?job_id=822,334,0,0
1726656333313,399,2.1- Text Analysis (POST),201,Created,Thread Group 1-2,text,true,,685,1962,2,2,https://eda.smartforum.online/text-analysis,399,0,0
1726656333716,304,2.2- Text Analysis (GET) ,200,OK,Thread Group 1-2,text,true,,1472,1692,2,2,https://eda.smartforum.online/text-analysis?job_id=823&page=1&per_page=1000000,304,0,0
1726656297947,36073,1.1- Analyze Video Request (POST),200,OK,Thread Group 1-1,text,true,,676,16438783,2,2,https://eda.smartforum.online/analyze_video,36073,0,0
1726656334022,375,1.2- Analyze Video Request (GET) ,200,OK,Thread Group 1-1,text,true,,23467,1668,2,2,https://eda.smartforum.online/analyze_video?job_id=824,366,0,0
1726656334022,398,3.1- Text Analysis by File,201,Created,Thread Group 1-2,text,true,,689,2040,2,2,https://eda.smartforum.online/text-analysis,397,0,0
1726656334421,0,Debug Sampler,200,OK,Thread Group 1-2,text,true,,1816,0,2,2,null,0,0,0
1726656334400,342,1.3- Frames Chart (GET),200,OK,Thread Group 1-1,text,true,,9367,1667,1,1,https://eda.smartforum.online/frames-chart?job_id=824,339,0,0
1726656334746,405,2.1- Text Analysis (POST),201,Created,Thread Group 1-1,text,true,,685,1974,1,1,https://eda.smartforum.online/text-analysis,405,0,0
1726656335155,197,2.2- Text Analysis (GET) ,200,OK,Thread Group 1-1,text,true,,1470,1692,1,1,https://eda.smartforum.online/text-analysis?job_id=826&page=1&per_page=1000000,197,0,0
1726656335356,616,3.1- Text Analysis by File,201,Created,Thread Group 1-1,text,true,,689,2019,1,1,https://eda.smartforum.online/text-analysis,616,0,0
1726656335976,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,1816,0,1,1,null,0,0,0
